POLICY_CLAIM_NUMBER	POLICY_EFF_DT	INSURANCE_TYPE	CLAIM_STATUS	ANY_INJURY	POLICE_REPORT_AVAILABLE	INCIDENT_HOUR_OF_THE_DAY
PLC00006407	12/31/2018	Property	A	0	1	7
PLC00003979	8/25/2011	Motor	A	0	1	20
PLC00003528	9/26/2019	Health	A	1	1	5
PLC00001707	12/29/2010	Travel	A	1	0	21
PLC00005122	10/9/2013	Health	A	0	0	21
PLC00009052	11/20/2019	Property	A	1	1	13
PLC00007542	7/2/2014	Life	A	0	1	4
PLC00006179	2/20/2019	Life	A	0	1	0
PLC00003006	1/4/2020	Motor	A	1	1	7
PLC00002654	11/20/2012	Health	A	1	0	6
PLC00003918	5/14/2016	Mobile	A	0	1	14
PLC00003449	9/28/2018	Property	A	1	1	23
PLC00008943	12/25/2010	Travel	A	1	0	2
PLC00004115	9/12/2018	Life	A	1	1	8
PLC00002315	4/15/2015	Mobile	A	1	1	12
PLC00006341	2/10/2019	Travel	A	1	0	1
PLC00005826	10/30/2014	Property	A	1	1	20
PLC00005147	9/8/2012	Motor	A	0	1	3
PLC00005719	2/25/2015	Property	D	0	1	12
PLC00009544	8/29/2012	Motor	A	0	1	6
PLC00001762	8/30/2018	Health	A	1	1	20
PLC00007960	8/14/2016	Health	A	1	1	4
PLC00006641	10/16/2011	Travel	A	0	1	6
PLC00006944	6/10/2017	Motor	A	0	0	12
PLC00004219	1/8/2017	Travel	A	0	1	23
PLC00004515	8/21/2016	Health	A	0	1	15
PLC00004079	9/18/2019	Health	A	1	1	14
PLC00001759	11/25/2014	Life	A	0	0	11
PLC00004554	4/10/2012	Life	A	1	0	3
PLC00003733	6/25/2010	Mobile	A	1	1	11
PLC00003438	10/17/2016	Motor	A	0	1	0
PLC00006957	3/9/2019	Health	A	1	0	22
PLC00009158	3/20/2012	Mobile	A	0	1	3
PLC00005725	9/13/2018	Life	A	1	1	7
PLC00004248	4/6/2012	Motor	A	0	0	4
PLC00000860	6/21/2016	Life	A	1	0	21
PLC00000910	6/16/2015	Mobile	A	1	0	6
PLC00000618	5/22/2011	Mobile	A	1	1	2
PLC00000268	10/22/2012	Property	A	1	1	0
PLC00000816	12/21/2018	Travel	A	1	1	19
PLC00004556	1/31/2014	Mobile	A	0	1	18
PLC00005244	5/29/2018	Travel	A	0	1	4
PLC00002790	4/15/2012	Travel	A	1	1	19
PLC00004419	7/15/2010	Mobile	A	1	1	11
PLC00000223	8/6/2016	Travel	D	1	1	20
PLC00000595	3/17/2015	Motor	A	0	1	1
PLC00003193	4/13/2011	Motor	A	1	1	3
PLC00003689	9/1/2011	Motor	A	0	0	8
PLC00001093	12/2/2011	Health	A	1	0	8
PLC00005117	5/27/2011	Health	A	0	1	15
PLC00008774	9/2/2013	Motor	A	1	1	0
PLC00005266	2/16/2015	Health	A	0	1	10
PLC00006996	3/12/2018	Life	A	1	0	10
PLC00009321	3/1/2017	Travel	A	1	1	3
PLC00009767	7/15/2014	Health	A	0	0	3
PLC00002528	8/15/2011	Life	A	1	1	1
PLC00008762	6/26/2017	Motor	A	0	1	20
PLC00000611	8/13/2017	Life	A	1	1	0
PLC00008895	12/19/2010	Life	A	0	0	7
PLC00001528	3/10/2016	Mobile	A	0	1	16
PLC00009515	7/9/2012	Property	A	0	0	19
PLC00008515	3/31/2015	Property	D	1	0	22
PLC00001480	5/18/2019	Travel	A	1	1	0
PLC00000691	3/20/2016	Mobile	A	1	1	6
PLC00003053	7/6/2017	Motor	A	1	0	22
PLC00008315	5/4/2017	Travel	A	1	1	11
PLC00000873	4/16/2012	Travel	A	1	1	20
PLC00009598	5/4/2019	Motor	A	0	1	2
PLC00001799	2/6/2019	Mobile	D	0	1	0
PLC00008326	10/25/2013	Motor	A	1	0	15
PLC00001778	5/26/2016	Motor	A	0	0	8
PLC00002515	2/9/2016	Health	A	1	1	3
PLC00007269	9/9/2019	Travel	A	0	1	20
PLC00009923	9/22/2015	Mobile	A	1	1	1
PLC00007509	2/6/2017	Motor	A	1	1	0
PLC00000710	6/13/2019	Travel	A	1	1	7
PLC00005978	12/22/2018	Life	A	0	1	13
PLC00003073	1/31/2018	Health	A	1	0	21
PLC00007079	2/3/2018	Property	A	1	0	23
PLC00003113	7/14/2015	Health	A	1	1	13
PLC00002841	5/13/2011	Motor	A	1	0	10
PLC00002823	11/1/2013	Property	A	0	1	9
PLC00001425	4/16/2015	Health	A	1	1	6
PLC00003611	6/21/2010	Motor	A	0	1	13
PLC00006383	1/5/2012	Property	A	0	1	20
PLC00003332	5/16/2011	Health	A	1	1	16
PLC00009384	12/28/2010	Motor	A	1	1	0
PLC00009644	9/10/2018	Life	A	0	1	2
PLC00003673	3/27/2019	Life	A	1	1	12
PLC00003988	7/1/2012	Travel	A	0	1	8
PLC00009256	3/23/2017	Property	A	0	1	11
PLC00009620	1/16/2012	Travel	A	1	1	13
PLC00008186	11/17/2016	Mobile	A	1	1	2
PLC00003650	2/28/2016	Life	D	1	1	16
PLC00009877	3/7/2015	Life	A	0	1	17
PLC00006676	5/9/2014	Mobile	A	1	1	7
PLC00000794	2/25/2013	Motor	A	1	0	16
PLC00003110	5/1/2014	Mobile	A	0	1	3
PLC00006095	1/14/2020	Travel	A	1	1	6
PLC00004500	4/21/2015	Health	A	0	1	14
PLC00000139	10/1/2019	Property	A	0	0	11
PLC00004694	5/2/2013	Mobile	A	1	1	20
PLC00004857	3/6/2014	Health	A	1	1	2
PLC00005272	1/24/2018	Travel	A	1	0	5
PLC00000396	5/7/2018	Property	A	1	1	13
PLC00009943	12/19/2019	Travel	A	0	1	6
PLC00008271	9/30/2015	Life	A	1	0	23
PLC00003210	6/18/2010	Mobile	A	1	1	6
PLC00007280	3/3/2012	Motor	D	1	1	9
PLC00001337	9/14/2011	Property	A	1	1	21
PLC00009447	10/17/2013	Motor	A	1	1	6
PLC00005156	10/31/2013	Travel	A	1	0	11
PLC00004182	10/10/2016	Property	A	0	1	23
PLC00005829	8/24/2014	Motor	A	1	1	6
PLC00001062	8/27/2019	Life	A	1	0	15
PLC00001100	2/16/2014	Property	A	0	0	13
PLC00002781	2/18/2015	Life	A	1	0	2
PLC00004757	2/6/2016	Motor	A	1	1	7
PLC00004365	9/17/2010	Motor	A	0	0	4
PLC00009413	10/10/2013	Life	A	1	1	18
PLC00000622	9/30/2015	Life	A	1	1	21
PLC00003629	5/30/2014	Travel	A	1	1	2
PLC00007814	12/6/2015	Property	A	0	0	13
PLC00008279	9/26/2016	Mobile	A	1	0	2
PLC00005777	4/25/2017	Life	A	1	0	7
PLC00002670	11/22/2019	Health	D	1	1	15
PLC00005538	3/8/2017	Property	A	0	0	5
PLC00005971	9/16/2015	Life	A	1	1	3
PLC00004375	1/29/2012	Travel	A	1	0	12
PLC00000851	11/29/2013	Travel	A	1	0	22
PLC00006058	3/12/2017	Property	A	1	1	14
PLC00007249	8/17/2018	Property	A	1	0	0
PLC00001782	1/3/2019	Life	A	0	1	2
PLC00007987	9/17/2013	Property	D	1	0	12
PLC00000549	3/8/2017	Motor	A	1	1	9
PLC00001121	2/22/2019	Travel	A	1	1	8
PLC00007236	4/2/2015	Travel	A	0	1	19
PLC00007667	5/5/2013	Property	A	1	1	0
PLC00007609	10/3/2010	Property	A	0	1	23
PLC00002002	11/22/2015	Health	D	1	1	20
PLC00002963	12/13/2013	Health	A	1	0	12
PLC00003127	5/17/2011	Life	A	1	1	7
PLC00006107	9/6/2010	Property	A	0	0	17
PLC00005552	9/8/2010	Property	A	1	0	4
PLC00008904	4/8/2017	Property	A	1	0	6
PLC00003321	8/25/2016	Life	A	0	1	23
PLC00002369	1/30/2014	Travel	A	1	1	10
PLC00006162	11/23/2012	Travel	A	0	1	22
PLC00007063	11/19/2011	Travel	A	0	1	0
PLC00000187	6/21/2018	Property	A	1	1	17
PLC00005768	2/12/2014	Life	A	1	1	21
PLC00003224	5/9/2014	Motor	D	0	1	3
PLC00003509	6/4/2010	Health	A	1	0	3
PLC00007781	10/5/2011	Property	A	1	1	15
PLC00000690	10/10/2011	Motor	A	1	1	5
PLC00003227	3/9/2016	Motor	A	0	1	2
PLC00008285	12/8/2016	Property	A	1	0	18
PLC00009778	8/22/2017	Property	A	1	1	22
PLC00002863	4/19/2014	Property	A	1	1	14
PLC00008077	1/12/2011	Health	A	0	1	16
PLC00007402	11/8/2010	Travel	A	1	1	2
PLC00009769	2/15/2015	Travel	A	1	1	19
PLC00006283	6/5/2018	Mobile	A	1	1	12
PLC00000240	7/25/2011	Property	A	1	0	9
PLC00003670	11/18/2015	Motor	A	1	1	11
PLC00003523	8/21/2012	Motor	A	1	0	20
PLC00009060	11/1/2012	Motor	A	1	0	23
PLC00002555	10/4/2015	Property	A	1	1	7
PLC00007047	5/10/2014	Mobile	A	1	0	11
PLC00006296	11/15/2016	Health	A	0	1	6
PLC00007246	5/22/2013	Property	A	1	1	7
PLC00008308	10/5/2011	Motor	A	1	0	20
PLC00004930	7/12/2011	Life	A	1	1	21
PLC00008753	1/25/2015	Motor	A	1	0	16
PLC00001952	8/26/2010	Health	A	0	1	16
PLC00001563	7/15/2016	Property	A	1	1	4
PLC00001278	12/12/2010	Motor	A	0	1	9
PLC00008656	6/27/2012	Mobile	D	1	1	7
PLC00008481	3/19/2016	Motor	A	1	1	9
PLC00004689	4/10/2017	Property	D	0	0	23
PLC00006020	1/31/2015	Property	A	0	1	12
PLC00000775	1/2/2012	Health	A	1	1	21
PLC00005431	9/10/2016	Motor	A	0	1	4
PLC00007936	10/30/2014	Travel	A	0	1	22
PLC00007028	8/9/2014	Motor	D	1	1	7
PLC00004664	3/24/2012	Property	A	1	1	12
PLC00007257	7/19/2011	Property	A	1	1	11
PLC00009194	2/13/2016	Motor	A	1	1	4
PLC00003418	7/9/2015	Travel	A	0	0	0
PLC00004797	6/5/2014	Mobile	D	1	0	18
PLC00001814	10/30/2019	Health	A	0	0	23
PLC00001576	11/27/2012	Property	A	1	1	15
PLC00005268	2/22/2019	Property	A	0	0	5
PLC00005384	4/25/2017	Travel	A	0	1	1
PLC00000296	10/11/2011	Property	A	1	1	21
PLC00007582	9/25/2019	Life	A	0	1	14
PLC00006197	11/10/2018	Health	A	1	1	15
PLC00008584	10/12/2018	Property	A	1	0	0
PLC00009749	4/29/2012	Life	A	1	1	0
PLC00007996	10/11/2019	Health	A	0	0	12
PLC00003200	8/28/2016	Travel	A	1	0	20
PLC00002957	10/9/2011	Health	A	1	1	1
PLC00008456	4/6/2015	Mobile	A	1	1	5
PLC00009627	9/22/2010	Life	A	1	1	4
PLC00002368	5/8/2011	Health	A	0	1	13
PLC00006467	4/28/2019	Property	A	0	0	3
PLC00009240	10/20/2013	Mobile	A	1	1	7
PLC00004932	11/30/2017	Mobile	A	0	1	15
PLC00003198	9/26/2018	Mobile	A	1	1	15
PLC00007186	11/9/2017	Motor	A	1	1	18
PLC00005403	2/15/2014	Travel	D	0	0	2
PLC00005253	6/1/2014	Health	A	1	0	20
PLC00009091	10/24/2012	Health	A	1	1	17
PLC00008207	11/19/2018	Travel	A	1	1	23
PLC00004363	2/11/2016	Mobile	A	1	1	5
PLC00008576	6/12/2012	Mobile	A	1	0	14
PLC00007670	3/23/2011	Property	A	1	1	7
PLC00001183	3/1/2018	Health	A	1	0	21
PLC00001879	3/24/2017	Travel	A	0	1	2
PLC00001581	7/19/2018	Motor	A	0	1	4
PLC00001721	6/15/2015	Health	A	0	1	17
PLC00008532	1/29/2014	Life	A	1	1	9
PLC00003692	1/5/2017	Travel	A	1	1	13
PLC00000346	12/18/2015	Health	A	1	1	10
PLC00006582	9/14/2017	Mobile	A	1	0	19
PLC00007440	10/15/2018	Property	A	1	1	2
PLC00007848	5/20/2017	Motor	A	1	1	21
PLC00008154	5/25/2015	Travel	D	1	0	5
PLC00006461	11/15/2011	Life	A	1	1	21
PLC00004031	10/6/2014	Mobile	A	1	1	18
PLC00006845	11/12/2013	Life	A	1	1	7
PLC00002912	9/30/2010	Mobile	A	0	0	7
PLC00001424	9/30/2010	Health	A	0	1	12
PLC00009296	12/1/2010	Travel	A	0	1	9
PLC00001819	4/19/2014	Health	A	1	0	11
PLC00007044	9/1/2011	Travel	A	1	0	20
PLC00007564	11/4/2017	Life	A	1	1	0
PLC00001865	5/31/2018	Travel	A	0	0	14
PLC00008993	5/31/2016	Travel	A	0	1	19
PLC00005811	12/1/2017	Health	A	1	0	6
PLC00001512	5/21/2011	Property	A	0	1	18
PLC00002119	4/17/2013	Life	A	1	1	1
PLC00007660	9/20/2019	Motor	A	1	1	19
PLC00008624	11/22/2019	Motor	A	1	0	20
PLC00006220	3/10/2017	Property	A	1	1	9
PLC00001860	7/19/2016	Property	D	1	1	16
PLC00002481	11/27/2015	Motor	A	1	1	2
PLC00004912	7/13/2012	Mobile	A	1	1	22
PLC00000524	2/20/2012	Mobile	A	1	1	23
PLC00005063	5/19/2019	Motor	A	0	0	7
PLC00009809	9/27/2011	Motor	A	0	1	3
PLC00000189	8/24/2013	Motor	A	1	1	11
PLC00003025	3/27/2015	Health	D	0	1	16
PLC00001426	2/7/2016	Life	A	1	1	3
PLC00009750	6/4/2016	Property	A	1	1	19
PLC00006018	7/7/2015	Travel	D	1	1	17
PLC00001418	4/23/2013	Motor	A	1	1	2
PLC00002679	11/10/2011	Mobile	A	1	1	2
PLC00001690	4/27/2014	Property	A	0	1	14
PLC00004163	2/18/2015	Motor	A	0	1	5
PLC00004701	9/27/2019	Mobile	A	1	0	15
PLC00001717	8/20/2010	Property	A	0	1	10
PLC00005535	2/5/2016	Travel	A	1	1	22
PLC00008729	5/9/2012	Travel	A	1	1	14
PLC00001214	3/28/2012	Property	A	1	0	0
PLC00002012	8/9/2014	Property	A	1	1	11
PLC00004642	11/14/2012	Health	A	0	1	5
PLC00000525	6/6/2011	Life	A	1	1	20
PLC00007059	5/4/2018	Travel	A	0	1	16
PLC00007293	3/1/2012	Health	A	0	0	20
PLC00004262	4/4/2017	Travel	A	0	1	2
PLC00005645	10/20/2012	Motor	A	1	1	16
PLC00001578	7/10/2017	Health	A	0	0	11
PLC00001439	11/7/2014	Health	A	1	1	16
PLC00008474	3/8/2017	Mobile	A	1	1	22
PLC00008712	2/4/2014	Life	A	1	1	13
PLC00001259	4/29/2011	Travel	A	1	1	6
PLC00001794	4/10/2018	Life	A	1	1	10
PLC00009752	5/5/2019	Life	A	1	1	23
PLC00007863	5/28/2012	Mobile	A	0	1	0
PLC00006550	4/15/2013	Motor	A	0	1	8
PLC00008861	1/15/2020	Property	A	1	1	20
PLC00002175	10/27/2019	Property	A	1	0	12
PLC00006068	3/14/2013	Travel	A	0	0	17
PLC00009766	2/16/2015	Mobile	A	1	1	7
PLC00002311	11/8/2011	Property	A	0	0	16
PLC00001209	1/10/2015	Life	A	1	0	15
PLC00000315	1/3/2011	Health	A	0	1	14
PLC00007386	11/16/2017	Life	A	1	1	5
PLC00009045	7/1/2017	Property	A	1	1	0
PLC00007056	12/26/2018	Life	A	1	1	14
PLC00001399	12/6/2015	Mobile	A	0	0	8
PLC00002629	2/18/2014	Travel	A	0	1	15
PLC00003343	12/23/2010	Property	A	1	1	16
PLC00005737	10/9/2015	Motor	A	0	1	11
PLC00003577	11/17/2014	Life	A	0	1	20
PLC00002693	4/21/2012	Mobile	A	1	1	15
PLC00006913	1/9/2014	Motor	A	1	0	22
PLC00006971	10/19/2011	Property	A	1	1	19
PLC00008823	6/6/2016	Health	A	0	1	8
PLC00000437	6/28/2013	Motor	A	1	1	15
PLC00001197	6/4/2014	Mobile	A	0	1	17
PLC00008620	11/11/2017	Travel	A	1	0	19
PLC00003585	3/17/2013	Motor	A	0	1	1
PLC00000486	7/12/2017	Property	A	0	1	1
PLC00007097	5/27/2014	Motor	A	1	1	4
PLC00003553	2/10/2012	Life	A	0	1	17
PLC00003586	12/13/2018	Motor	A	1	0	19
PLC00006847	9/23/2013	Health	A	1	1	20
PLC00008269	9/17/2010	Health	A	1	1	0
PLC00007524	1/13/2016	Health	A	1	0	0
PLC00003801	5/8/2017	Health	A	1	1	4
PLC00006824	8/24/2011	Travel	A	0	1	3
PLC00001232	6/9/2019	Property	A	1	0	11
PLC00007021	10/22/2014	Property	A	1	1	19
PLC00002264	12/25/2019	Property	D	1	1	20
PLC00000464	11/26/2011	Travel	A	1	0	10
PLC00008786	12/6/2017	Property	A	0	1	19
PLC00009118	3/22/2017	Health	A	1	1	13
PLC00004718	3/25/2017	Health	A	1	0	5
PLC00008420	2/28/2014	Travel	A	0	1	0
PLC00006536	4/1/2012	Property	D	0	1	2
PLC00008042	8/18/2012	Property	A	0	0	7
PLC00004210	10/14/2014	Travel	A	1	0	5
PLC00005783	7/10/2014	Motor	A	1	0	15
PLC00000044	11/11/2014	Travel	A	1	1	9
PLC00004499	10/16/2014	Life	A	0	1	12
PLC00003327	11/18/2017	Motor	A	1	1	18
PLC00000117	12/8/2019	Motor	A	1	0	4
PLC00001349	2/21/2013	Health	A	1	0	22
PLC00008428	8/25/2015	Health	A	1	1	9
PLC00002128	1/4/2011	Travel	A	0	0	8
PLC00005723	10/9/2014	Motor	A	0	1	14
PLC00000596	12/16/2010	Property	A	1	0	21
PLC00001454	10/11/2017	Mobile	A	1	1	18
PLC00003279	11/22/2010	Health	D	1	0	10
PLC00001459	2/7/2015	Health	A	1	1	6
PLC00006039	7/10/2018	Health	A	1	0	14
PLC00003459	10/24/2017	Health	A	1	0	15
PLC00003905	4/26/2012	Life	A	1	0	21
PLC00006670	1/28/2015	Motor	A	1	1	13
PLC00000309	2/8/2014	Health	A	1	1	23
PLC00006643	11/28/2016	Travel	A	0	1	13
PLC00003205	6/5/2012	Property	A	1	0	2
PLC00005776	8/21/2010	Health	A	1	0	5
PLC00009890	12/20/2013	Life	A	1	0	6
PLC00006862	7/13/2019	Health	A	1	0	6
PLC00000773	12/14/2019	Motor	A	0	0	11
PLC00002383	1/31/2011	Motor	A	0	1	19
PLC00009356	4/3/2014	Life	A	1	0	16
PLC00008461	1/22/2015	Property	A	1	1	16
PLC00006878	12/10/2013	Travel	D	0	1	15
PLC00002989	11/30/2014	Mobile	A	1	1	14
PLC00007024	1/28/2020	Life	A	0	1	21
PLC00006875	1/16/2020	Property	A	1	1	3
PLC00001750	8/6/2018	Health	A	1	1	0
PLC00007262	8/16/2014	Mobile	A	1	0	19
PLC00007373	9/9/2016	Life	A	1	1	23
PLC00006478	4/13/2012	Property	A	1	1	19
PLC00003610	10/30/2011	Health	A	1	1	21
PLC00008749	7/9/2016	Motor	A	0	1	0
PLC00005955	1/8/2018	Travel	A	1	0	2
PLC00009077	1/30/2018	Life	A	1	0	23
PLC00008274	2/1/2014	Property	A	1	1	4
PLC00000626	7/8/2011	Mobile	A	1	1	23
PLC00005740	3/25/2011	Life	A	1	1	22
PLC00002659	1/22/2020	Motor	A	1	1	21
PLC00009578	4/27/2014	Motor	A	1	1	6
PLC00008462	9/26/2010	Life	A	0	1	15
PLC00003972	11/23/2019	Travel	A	1	1	5
PLC00007296	4/7/2017	Life	A	1	0	17
PLC00007666	5/25/2015	Mobile	A	1	1	6
PLC00003902	6/19/2018	Health	A	1	1	15
PLC00007132	1/18/2019	Travel	A	1	0	9
PLC00006987	5/5/2012	Life	D	0	0	11
PLC00005999	7/3/2019	Travel	A	1	1	4
PLC00006695	1/22/2017	Travel	A	1	0	4
PLC00007695	3/1/2016	Health	A	0	0	23
PLC00006527	12/10/2010	Health	A	1	0	13
PLC00006694	4/25/2015	Travel	A	1	1	5
PLC00008213	4/17/2014	Mobile	A	1	0	17
PLC00003357	5/12/2019	Motor	A	1	0	12
PLC00006552	1/28/2014	Life	D	1	1	12
PLC00007747	7/8/2015	Mobile	A	1	1	4
PLC00000147	10/11/2018	Mobile	A	1	1	17
PLC00000448	7/26/2017	Motor	A	1	1	3
PLC00008988	8/12/2013	Mobile	A	1	1	1
PLC00003851	12/23/2018	Health	A	0	1	3
PLC00004402	11/25/2017	Life	A	1	1	6
PLC00000098	9/13/2011	Property	A	1	1	18
PLC00006687	11/26/2012	Motor	A	0	1	7
PLC00000397	11/30/2011	Mobile	A	1	1	23
PLC00000501	4/21/2012	Mobile	A	0	1	16
PLC00003766	8/4/2010	Mobile	A	1	1	17
PLC00007815	11/17/2019	Health	A	0	1	15
PLC00007656	10/2/2018	Travel	A	1	1	18
PLC00009807	11/28/2014	Health	A	1	0	17
PLC00000200	7/17/2018	Mobile	A	1	1	22
PLC00003886	7/4/2018	Travel	A	0	1	18
PLC00003376	4/3/2012	Motor	A	0	0	6
PLC00004232	3/13/2018	Health	A	0	1	5
PLC00004593	7/27/2019	Property	A	0	1	10
PLC00004847	8/12/2019	Property	A	1	0	9
PLC00001924	9/30/2016	Travel	A	0	1	4
PLC00004415	4/9/2013	Property	A	1	1	11
PLC00004462	11/12/2018	Travel	A	1	0	6
PLC00000975	1/3/2011	Property	A	1	1	2
PLC00009057	10/14/2014	Life	A	1	1	2
PLC00003543	2/27/2011	Health	A	0	0	3
PLC00009175	2/25/2019	Travel	A	0	1	6
PLC00008118	1/22/2011	Travel	D	1	0	16
PLC00003964	11/11/2013	Mobile	A	1	0	21
PLC00005960	8/21/2010	Travel	A	1	1	11
PLC00005458	9/28/2016	Health	A	1	0	6
PLC00003243	4/27/2019	Property	A	1	0	5
PLC00002802	11/21/2011	Motor	D	1	1	5
PLC00007606	10/5/2012	Health	A	1	1	5
PLC00002214	7/31/2016	Property	A	1	0	18
PLC00000095	11/9/2018	Life	A	1	1	3
PLC00000040	12/4/2011	Health	A	1	0	16
PLC00007729	5/20/2017	Property	A	0	1	13
PLC00003345	2/14/2014	Mobile	A	0	0	10
PLC00004806	2/25/2019	Motor	A	1	1	15
PLC00006573	9/22/2013	Health	A	1	1	2
PLC00002667	4/30/2017	Life	A	1	1	4
PLC00006709	3/13/2014	Health	A	1	1	11
PLC00007444	3/24/2019	Motor	A	1	0	2
PLC00001663	1/24/2018	Life	A	1	1	7
PLC00007128	7/25/2015	Property	A	0	1	19
PLC00004205	2/10/2011	Property	A	1	0	18
PLC00008537	1/18/2014	Mobile	D	1	0	8
PLC00009458	10/24/2014	Life	A	1	1	12
PLC00002099	5/26/2014	Motor	A	1	1	19
PLC00005280	2/1/2012	Motor	A	1	1	17
PLC00002217	1/18/2015	Motor	A	1	0	8
PLC00004129	6/27/2013	Property	A	1	0	9
PLC00001491	10/16/2010	Property	A	1	1	8
PLC00008317	1/10/2019	Health	A	0	1	19
PLC00002461	1/20/2015	Health	A	1	1	5
PLC00007590	4/15/2018	Life	A	1	0	15
PLC00006911	2/5/2016	Motor	A	1	0	14
PLC00003356	10/7/2010	Property	A	1	0	12
PLC00001211	11/16/2013	Property	A	1	1	1
PLC00006884	1/2/2013	Travel	A	1	1	8
PLC00008179	8/29/2016	Life	A	1	0	16
PLC00006172	7/3/2017	Property	A	1	0	22
PLC00001696	8/10/2017	Life	A	1	1	1
PLC00009551	9/21/2013	Life	A	0	0	13
PLC00008800	3/12/2016	Health	A	1	1	4
PLC00008327	12/14/2011	Property	A	1	1	3
PLC00000810	9/13/2010	Travel	A	1	0	17
PLC00004811	12/27/2014	Mobile	A	1	0	5
PLC00009086	12/26/2013	Life	A	1	0	21
PLC00003064	9/17/2016	Mobile	A	0	1	7
PLC00004066	10/1/2010	Property	A	0	1	12
PLC00006736	12/26/2011	Life	A	1	0	14
PLC00008596	2/17/2013	Property	A	1	1	13
PLC00004184	4/20/2013	Life	A	1	0	11
PLC00002628	1/28/2013	Health	D	1	1	9
PLC00006061	12/3/2017	Property	A	0	1	0
PLC00002459	9/14/2015	Motor	A	1	1	8
PLC00000305	11/4/2018	Mobile	A	1	1	6
PLC00001729	6/25/2018	Health	A	0	1	6
PLC00007227	4/2/2012	Motor	A	1	1	16
PLC00006675	6/1/2010	Travel	A	0	1	22
PLC00008438	5/4/2015	Life	A	1	0	0
PLC00005754	2/14/2016	Motor	A	0	1	23
PLC00005146	6/13/2019	Travel	A	0	1	23
PLC00006496	12/25/2014	Travel	A	1	0	18
PLC00008518	9/15/2018	Travel	A	1	1	10
PLC00006790	5/24/2017	Mobile	A	0	1	19
PLC00002984	10/20/2017	Travel	A	1	1	21
PLC00003895	8/7/2013	Travel	A	1	1	21
PLC00003071	3/16/2011	Health	A	1	0	1
PLC00001471	7/29/2015	Travel	A	1	1	22
PLC00003184	1/14/2014	Health	A	1	1	1
PLC00000941	7/22/2017	Motor	A	1	1	7
PLC00004776	10/17/2010	Motor	A	1	1	13
PLC00008608	10/5/2017	Property	A	1	1	5
PLC00007007	1/21/2012	Life	A	1	1	23
PLC00008717	11/29/2018	Health	A	0	1	15
PLC00007342	6/21/2019	Motor	A	0	1	15
PLC00006306	11/10/2012	Travel	A	1	1	5
PLC00003828	2/14/2017	Property	A	1	1	21
PLC00000002	7/12/2014	Health	A	1	1	19
PLC00002913	7/8/2018	Health	A	1	1	22
PLC00002508	7/23/2011	Life	A	0	1	18
PLC00003829	8/23/2018	Property	A	0	1	11
PLC00002400	9/7/2015	Health	A	1	1	19
PLC00000312	9/21/2010	Life	A	0	1	14
PLC00006774	5/30/2018	Life	A	1	1	13
PLC00000572	5/17/2017	Health	A	1	0	4
PLC00008514	7/3/2010	Health	A	0	0	5
PLC00007644	11/13/2012	Life	A	0	1	18
PLC00004003	8/4/2013	Property	A	1	1	21
PLC00006948	6/6/2018	Life	A	1	1	4
PLC00006981	7/24/2010	Property	A	1	0	11
PLC00009756	1/21/2015	Mobile	A	0	1	8
PLC00004754	8/20/2018	Travel	A	0	1	23
PLC00002587	9/8/2012	Motor	A	1	0	0
PLC00004743	12/9/2015	Property	A	1	1	12
PLC00002318	7/7/2015	Mobile	A	0	1	1
PLC00006952	2/16/2013	Motor	A	1	0	19
PLC00001097	5/10/2011	Travel	A	1	1	9
PLC00008322	2/11/2019	Property	A	1	1	21
PLC00005743	8/1/2014	Property	D	1	1	21
PLC00002226	1/21/2017	Property	A	0	1	16
PLC00000825	6/25/2015	Travel	A	1	1	23
PLC00008121	7/7/2012	Mobile	A	1	1	16
PLC00001316	1/1/2015	Motor	A	1	1	2
PLC00004180	1/26/2011	Health	A	1	1	14
PLC00002006	5/9/2014	Health	A	0	1	1
PLC00001745	5/16/2018	Mobile	A	1	1	8
PLC00006569	1/6/2012	Mobile	A	1	1	16
PLC00007543	7/25/2019	Mobile	A	0	1	7
PLC00003475	5/12/2015	Health	A	1	1	8
PLC00002343	12/2/2016	Travel	A	1	1	2
PLC00003108	7/16/2018	Life	A	0	0	13
PLC00005958	5/25/2011	Property	A	1	0	12
PLC00005442	9/7/2017	Motor	A	1	0	8
PLC00004584	5/10/2013	Life	A	0	1	17
PLC00000207	9/22/2014	Health	A	0	0	21
PLC00006876	10/25/2012	Travel	A	1	1	8
PLC00005851	10/16/2010	Mobile	A	1	0	2
PLC00006714	6/7/2013	Health	A	1	0	6
PLC00001705	2/17/2019	Mobile	A	0	1	20
PLC00008398	10/27/2013	Health	A	0	1	2
PLC00003129	9/14/2013	Travel	A	0	1	8
PLC00001369	5/26/2014	Property	D	0	1	12
PLC00005058	2/13/2019	Travel	A	1	1	13
PLC00001747	12/17/2013	Property	A	0	1	17
PLC00006502	11/30/2011	Property	A	0	1	0
PLC00006272	10/12/2013	Health	A	1	1	15
PLC00004884	6/22/2012	Mobile	A	1	1	21
PLC00009227	7/7/2016	Life	A	1	1	12
PLC00002260	3/13/2015	Life	A	1	1	17
PLC00005646	3/25/2011	Travel	A	1	0	10
PLC00007359	5/30/2019	Travel	A	1	1	14
PLC00005178	4/19/2013	Life	A	1	1	8
PLC00004883	2/19/2019	Motor	A	0	1	1
PLC00001258	10/26/2010	Property	A	0	1	9
PLC00002341	12/9/2010	Property	A	0	0	3
