fact_table_natural_key,accm_txn_complete_time
TXN00007290,2022-05-08 14:26:47
TXN00007291,2022-05-08 16:52:59
TXN00007292,2022-05-08 11:13:28
TXN00007293,2022-05-08 08:23:47
TXN00007294,2022-05-08 04:43:06
TXN00007295,2022-05-08 15:49:52
TXN00007296,2022-05-08 17:10:38
TXN00007297,2022-05-08 16:30:45
TXN00007298,2022-05-08 03:27:52
TXN00007299,2022-05-08 16:08:48
TXN00007300,2022-05-08 18:14:37
TXN00007301,2022-05-08 10:47:22
TXN00007302,2022-05-08 20:06:19
TXN00007303,2022-05-08 05:29:13
TXN00007304,2022-05-08 12:58:50
TXN00007305,2022-05-08 16:36:21
TXN00007306,2022-05-08 19:49:44
TXN00007307,2022-05-08 05:45:10
TXN00007308,2022-05-08 00:30:20
TXN00007309,2022-05-08 06:13:38
TXN00007310,2022-05-08 10:02:40
TXN00007311,2022-05-08 21:43:55
TXN00007312,2022-05-08 23:55:05
TXN00007313,2022-05-08 19:19:43
TXN00007314,2022-05-08 02:03:59
TXN00007315,2022-05-08 10:46:00
TXN00007316,2022-05-08 01:29:45
TXN00007317,2022-05-08 02:56:45
TXN00007318,2022-05-08 13:25:36
TXN00007319,2022-05-08 06:42:45
TXN00007320,2022-05-08 15:46:16
TXN00007321,2022-05-08 21:08:31
TXN00007322,2022-05-08 01:48:53
TXN00007323,2022-05-08 09:31:53
TXN00007324,2022-05-08 04:25:42
TXN00007325,2022-05-08 09:04:10
TXN00007326,2022-05-08 14:16:58
TXN00007327,2022-05-08 03:54:23
TXN00007328,2022-05-08 12:13:28
TXN00007329,2022-05-08 17:29:03
TXN00007330,2022-05-08 07:00:53
TXN00007331,2022-05-08 15:23:51
TXN00007332,2022-05-08 14:30:30
TXN00007333,2022-05-08 07:32:28
TXN00007334,2022-05-08 02:10:28
TXN00007335,2022-05-08 09:14:50
TXN00007336,2022-05-08 08:48:33
TXN00007337,2022-05-08 08:20:12
TXN00007338,2022-05-08 23:33:18
TXN00007339,2022-05-08 23:15:07
TXN00007340,2022-05-08 04:14:40
TXN00007341,2022-05-08 21:21:40
TXN00007342,2022-05-08 22:34:51
TXN00007343,2022-05-08 22:16:59
TXN00007344,2022-05-08 18:31:46
TXN00007345,2022-05-08 10:48:36
TXN00007346,2022-05-08 06:17:38
TXN00007347,2022-05-08 17:47:47
TXN00007348,2022-05-08 02:07:10
TXN00007349,2022-05-08 10:50:00
TXN00007350,2022-05-08 04:41:33
TXN00007351,2022-05-08 19:45:18
TXN00007352,2022-05-08 06:30:18
TXN00007353,2022-05-08 17:54:16
TXN00007354,2022-05-08 07:56:47
TXN00007355,2022-05-08 10:08:48
TXN00007356,2022-05-08 21:19:06
TXN00007357,2022-05-08 19:22:47
TXN00007358,2022-05-08 20:04:16
TXN00007359,2022-05-08 02:46:27
TXN00007360,2022-05-08 11:46:59
TXN00007361,2022-05-08 07:32:42
TXN00007362,2022-05-08 05:13:07
TXN00007363,2022-05-08 13:40:57
TXN00007364,2022-05-08 16:48:42
TXN00007365,2022-05-08 08:45:00
TXN00007366,2022-05-08 15:29:38
TXN00007367,2022-05-08 12:34:22
TXN00007368,2022-05-08 18:46:06
TXN00007369,2022-05-08 07:20:44
TXN00007370,2022-05-08 22:02:31
TXN00007371,2022-05-08 08:13:10
TXN00007372,2022-05-08 05:15:31
TXN00007373,2022-05-08 14:18:12
TXN00007374,2022-05-08 07:12:23
TXN00007375,2022-05-08 09:43:30
TXN00007376,2022-05-08 19:12:42
TXN00007377,2022-05-08 08:28:15
TXN00007378,2022-05-08 14:06:18
TXN00007379,2022-05-08 19:10:42
TXN00007380,2022-05-08 12:30:21
TXN00007381,2022-05-08 15:58:09
TXN00007382,2022-05-08 07:49:38
TXN00007383,2022-05-08 13:40:21
TXN00007384,2022-05-08 22:53:37
TXN00007385,2022-05-08 23:40:14
TXN00007386,2022-05-08 14:27:58
TXN00007387,2022-05-08 07:05:39
TXN00007388,2022-05-08 08:54:48
TXN00007389,2022-05-08 20:58:13
TXN00007390,2022-05-08 08:03:51
TXN00007391,2022-05-08 04:04:04
TXN00007392,2022-05-08 06:15:40
TXN00007393,2022-05-08 19:02:38
TXN00007394,2022-05-08 13:19:19
TXN00007395,2022-05-08 23:59:20
TXN00007396,2022-05-08 02:28:19
TXN00007397,2022-05-08 10:02:34
TXN00007398,2022-05-08 08:08:17
TXN00007399,2022-05-08 23:37:36
TXN00007400,2022-05-08 05:16:59
TXN00007401,2022-05-08 00:31:50
TXN00007402,2022-05-08 04:54:56
TXN00007403,2022-05-08 00:01:08
TXN00007404,2022-05-08 10:20:32
TXN00007405,2022-05-08 07:02:41
TXN00007406,2022-05-08 01:13:53
TXN00007407,2022-05-08 16:36:52
TXN00007408,2022-05-08 23:57:07
TXN00007409,2022-05-08 18:23:09
TXN00007410,2022-05-08 11:14:29
TXN00007411,2022-05-08 06:42:34
TXN00007412,2022-05-08 04:20:57
TXN00007413,2022-05-08 09:32:24
TXN00007414,2022-05-08 21:04:40
TXN00007415,2022-05-08 15:13:11
TXN00007416,2022-05-08 21:58:51
TXN00007417,2022-05-08 12:54:20
TXN00007418,2022-05-08 03:50:27
TXN00007419,2022-05-08 17:42:21
TXN00007420,2022-05-08 21:13:16
TXN00007421,2022-05-08 12:23:03
TXN00007422,2022-05-08 23:01:57
TXN00007423,2022-05-08 04:48:06
TXN00007424,2022-05-08 21:33:25
TXN00007425,2022-05-08 16:45:05
TXN00007426,2022-05-08 19:32:42
TXN00007427,2022-05-08 00:46:03
TXN00007428,2022-05-08 11:53:57
TXN00007429,2022-05-08 07:06:36
TXN00007430,2022-05-08 07:42:38
TXN00007431,2022-05-08 15:45:18
TXN00007432,2022-05-08 00:18:58
TXN00007433,2022-05-08 19:09:10
TXN00007434,2022-05-08 04:18:29
TXN00007435,2022-05-08 03:46:33
TXN00007436,2022-05-08 03:10:13
TXN00007437,2022-05-08 15:02:01
TXN00007438,2022-05-08 00:38:12
TXN00007439,2022-05-08 12:30:27
TXN00007440,2022-05-08 19:32:43
TXN00007441,2022-05-08 14:57:36
TXN00007442,2022-05-08 12:52:48
TXN00007443,2022-05-08 07:59:53
TXN00007444,2022-05-08 03:57:01
TXN00007445,2022-05-08 22:15:16
TXN00007446,2022-05-08 17:50:15
TXN00007447,2022-05-08 08:12:26
TXN00007448,2022-05-08 12:10:43
TXN00007449,2022-05-08 02:39:29
TXN00007450,2022-05-08 10:46:28
TXN00007451,2022-05-08 08:17:26
TXN00007452,2022-05-08 02:14:20
TXN00007453,2022-05-08 09:04:33
TXN00007454,2022-05-08 09:36:45
TXN00007455,2022-05-08 13:58:14
TXN00007456,2022-05-08 22:58:59
TXN00007457,2022-05-08 23:25:54
TXN00007458,2022-05-08 15:11:21
TXN00007459,2022-05-08 06:01:56
TXN00007460,2022-05-08 23:41:07
TXN00007461,2022-05-08 22:46:01
TXN00007462,2022-05-08 18:31:18
TXN00007463,2022-05-08 18:06:22
TXN00007464,2022-05-08 19:12:13
TXN00007465,2022-05-08 12:12:26
TXN00007466,2022-05-08 18:27:10
TXN00007467,2022-05-08 22:29:36
TXN00007468,2022-05-08 08:12:30
TXN00007469,2022-05-08 14:31:02
TXN00007470,2022-05-08 16:22:52
TXN00007471,2022-05-08 08:00:49
TXN00007472,2022-05-08 00:28:30
TXN00007473,2022-05-08 19:58:05
TXN00007474,2022-05-08 22:48:56
TXN00007475,2022-05-08 05:47:54
TXN00007476,2022-05-08 04:32:07
TXN00007477,2022-05-08 07:47:43
TXN00007478,2022-05-08 17:18:02
TXN00007479,2022-05-08 10:03:42
TXN00007480,2022-05-08 03:09:37
TXN00007481,2022-05-08 20:59:24
TXN00007482,2022-05-08 00:37:24
TXN00007483,2022-05-08 06:02:05
TXN00007484,2022-05-08 22:45:15
TXN00007485,2022-05-08 19:36:16
TXN00007486,2022-05-08 09:06:06
TXN00007487,2022-05-08 22:29:09
TXN00007488,2022-05-08 01:54:18
TXN00007489,2022-05-08 15:51:42
TXN00007490,2022-05-08 05:30:42
TXN00007491,2022-05-08 15:21:54
TXN00007492,2022-05-08 16:44:11
TXN00007493,2022-05-08 16:34:52
TXN00007494,2022-05-08 06:13:38
TXN00007495,2022-05-08 07:46:33
TXN00007496,2022-05-08 01:12:51
TXN00007497,2022-05-08 16:24:39
TXN00007498,2022-05-08 19:52:00
TXN00007499,2022-05-08 12:13:44
TXN00007500,2022-05-08 03:32:47
TXN00007501,2022-05-08 10:25:20
TXN00007502,2022-05-08 03:26:22
TXN00007503,2022-05-08 02:30:12
TXN00007504,2022-05-08 01:35:42
TXN00007505,2022-05-08 17:21:17
TXN00007506,2022-05-08 10:46:00
TXN00007507,2022-05-08 23:57:34
TXN00007508,2022-05-08 19:40:39
TXN00007509,2022-05-08 01:41:23
TXN00007510,2022-05-08 19:48:57
TXN00007511,2022-05-08 23:06:58
TXN00007512,2022-05-08 23:22:53
TXN00007513,2022-05-08 04:36:59
TXN00007514,2022-05-08 13:11:22
TXN00007515,2022-05-08 03:13:44
TXN00007516,2022-05-08 00:24:01
TXN00007517,2022-05-08 23:00:58
TXN00007518,2022-05-08 01:20:36
TXN00007519,2022-05-08 00:48:48
TXN00007520,2022-05-08 18:06:22
TXN00007521,2022-05-08 23:22:24
TXN00007522,2022-05-08 16:53:36
TXN00007523,2022-05-08 13:11:09
TXN00007524,2022-05-08 16:17:45
TXN00007525,2022-05-08 19:22:15
TXN00007526,2022-05-08 01:28:15
TXN00007527,2022-05-08 12:46:11
TXN00007528,2022-05-08 19:56:15
TXN00007529,2022-05-08 15:04:19
TXN00007530,2022-05-08 01:22:14
TXN00007531,2022-05-08 11:59:42
TXN00007532,2022-05-08 03:50:15
TXN00007533,2022-05-08 05:35:38
TXN00007534,2022-05-08 19:05:35
TXN00007535,2022-05-08 19:57:49
TXN00007536,2022-05-08 08:32:58
TXN00007537,2022-05-08 14:13:28
TXN00007538,2022-05-08 18:18:52
TXN00007539,2022-05-08 00:16:28
TXN00007540,2022-05-08 01:34:11
TXN00007541,2022-05-08 14:40:36
TXN00007542,2022-05-08 10:05:59
TXN00007543,2022-05-08 09:35:39
TXN00007544,2022-05-08 21:56:13
TXN00007545,2022-05-08 06:15:19
TXN00007546,2022-05-08 13:42:48
TXN00007547,2022-05-08 01:02:48
TXN00007548,2022-05-08 20:43:22
TXN00007549,2022-05-08 03:00:16
TXN00007550,2022-05-08 05:31:19
TXN00007551,2022-05-08 04:37:44
TXN00007552,2022-05-08 05:48:26
TXN00007553,2022-05-08 13:43:13
TXN00007554,2022-05-08 08:55:39
TXN00007555,2022-05-08 13:25:46
TXN00007556,2022-05-08 04:10:05
TXN00007557,2022-05-08 03:43:50
TXN00007558,2022-05-08 18:52:17
TXN00007559,2022-05-08 14:09:21
TXN00007560,2022-05-08 13:25:20
TXN00007561,2022-05-08 18:34:52
TXN00007562,2022-05-08 09:43:45
TXN00007563,2022-05-08 22:51:56
TXN00007564,2022-05-08 13:59:59
TXN00007565,2022-05-08 04:45:55
TXN00007566,2022-05-08 16:51:58
TXN00007567,2022-05-08 23:44:24
TXN00007568,2022-05-08 05:32:58
TXN00007569,2022-05-08 10:51:56
TXN00007570,2022-05-08 07:51:30
TXN00007571,2022-05-08 11:25:25
TXN00007572,2022-05-08 09:37:08
TXN00007573,2022-05-08 08:52:21
TXN00007574,2022-05-08 02:44:37
TXN00007575,2022-05-08 08:48:31
TXN00007576,2022-05-08 17:16:47
TXN00007577,2022-05-08 21:41:20
TXN00007578,2022-05-08 17:26:50
TXN00007579,2022-05-08 00:10:49
TXN00007580,2022-05-08 11:39:23
TXN00007581,2022-05-08 22:03:03
TXN00007582,2022-05-08 03:09:53
TXN00007583,2022-05-08 16:45:47
TXN00007584,2022-05-08 06:47:34
TXN00007585,2022-05-08 03:34:53
TXN00007586,2022-05-08 08:35:30
TXN00007587,2022-05-08 08:28:32
TXN00007588,2022-05-08 20:43:28
TXN00007589,2022-05-08 21:01:47
TXN00007590,2022-05-08 08:42:09
TXN00007591,2022-05-08 05:24:58
TXN00007592,2022-05-08 19:05:07
TXN00007593,2022-05-08 19:35:16
TXN00007594,2022-05-08 20:07:02
TXN00007595,2022-05-08 20:07:56
TXN00007596,2022-05-08 16:20:41
TXN00007597,2022-05-08 06:32:33
TXN00007598,2022-05-08 00:08:02
TXN00007599,2022-05-08 15:04:27
TXN00007600,2022-05-08 21:18:14
TXN00007601,2022-05-08 20:04:53
TXN00007602,2022-05-08 21:56:29
TXN00007603,2022-05-08 02:31:57
TXN00007604,2022-05-08 08:47:45
TXN00007605,2022-05-08 08:17:53
TXN00007606,2022-05-08 01:43:14
TXN00007607,2022-05-08 21:51:15
TXN00007608,2022-05-08 18:18:56
TXN00007609,2022-05-08 11:58:53
TXN00007610,2022-05-08 12:55:57
TXN00007611,2022-05-08 15:31:13
TXN00007612,2022-05-08 01:10:59
TXN00007613,2022-05-08 14:39:03
TXN00007614,2022-05-08 13:01:25
TXN00007615,2022-05-08 12:50:15
TXN00007616,2022-05-08 03:32:19
TXN00007617,2022-05-08 23:54:42
TXN00007618,2022-05-08 10:10:19
TXN00007619,2022-05-08 14:18:36
TXN00007620,2022-05-08 14:02:54
TXN00007621,2022-05-08 05:38:40
TXN00007622,2022-05-08 23:00:06
TXN00007623,2022-05-08 09:14:28
TXN00007624,2022-05-08 21:34:09
TXN00007625,2022-05-08 12:55:54
TXN00007626,2022-05-08 08:02:06
TXN00007627,2022-05-08 17:19:36
TXN00007628,2022-05-08 21:11:51
TXN00007629,2022-05-08 01:56:06
TXN00007630,2022-05-08 08:58:41
TXN00007631,2022-05-08 05:31:05
TXN00007632,2022-05-08 16:51:49
TXN00007633,2022-05-08 07:44:33
TXN00007634,2022-05-08 00:58:56
TXN00007635,2022-05-08 12:09:42
TXN00007636,2022-05-08 03:07:43
TXN00007637,2022-05-08 12:56:50
TXN00007638,2022-05-08 14:40:47
TXN00007639,2022-05-08 09:17:11
TXN00007640,2022-05-08 07:42:48
TXN00007641,2022-05-08 04:33:21
TXN00007642,2022-05-08 11:13:39
TXN00007643,2022-05-08 17:51:24
TXN00007644,2022-05-08 18:07:25
TXN00007645,2022-05-08 15:12:35
TXN00007646,2022-05-08 10:37:06
TXN00007647,2022-05-08 04:13:14
TXN00007648,2022-05-08 18:13:52
TXN00007649,2022-05-08 17:10:26
TXN00007650,2022-05-08 01:33:42
TXN00007651,2022-05-08 13:16:19
TXN00007652,2022-05-08 06:03:31
TXN00007653,2022-05-08 07:08:20
TXN00007654,2022-05-08 10:46:38
TXN00007655,2022-05-08 03:12:19
TXN00007656,2022-05-08 15:29:54
TXN00007657,2022-05-08 18:45:30
TXN00007658,2022-05-08 04:34:48
TXN00007659,2022-05-08 11:09:36
TXN00007660,2022-05-08 15:11:15
TXN00007661,2022-05-08 12:12:20
TXN00007662,2022-05-08 19:38:19
TXN00007663,2022-05-08 11:53:45
TXN00007664,2022-05-08 00:14:06
TXN00007665,2022-05-08 22:27:00
TXN00007666,2022-05-08 22:10:02
TXN00007667,2022-05-08 03:31:40
TXN00007668,2022-05-08 01:57:42
TXN00007669,2022-05-08 10:54:16
TXN00007670,2022-05-08 00:21:16
TXN00007671,2022-05-08 15:04:42
TXN00007672,2022-05-08 00:54:26
TXN00007673,2022-05-08 12:46:51
TXN00007674,2022-05-08 07:47:22
TXN00007675,2022-05-08 13:56:44
TXN00007676,2022-05-08 13:50:10
TXN00007677,2022-05-08 09:00:31
TXN00007678,2022-05-08 14:56:21
TXN00007679,2022-05-08 20:39:33
TXN00007680,2022-05-08 14:54:10
TXN00007681,2022-05-08 10:43:43
TXN00007682,2022-05-08 13:18:47
TXN00007683,2022-05-08 06:31:50
TXN00007684,2022-05-08 21:40:43
TXN00007685,2022-05-08 04:10:59
TXN00007686,2022-05-08 14:46:56
TXN00007687,2022-05-08 15:25:28
TXN00007688,2022-05-08 01:23:45
TXN00007689,2022-05-08 18:52:44
TXN00007690,2022-05-08 15:36:16
TXN00007691,2022-05-08 12:27:59
TXN00007692,2022-05-08 16:00:54
TXN00007693,2022-05-08 16:59:31
TXN00007694,2022-05-08 06:56:33
TXN00007695,2022-05-08 19:30:47
TXN00007696,2022-05-08 03:36:32
TXN00007697,2022-05-08 09:56:18
TXN00007698,2022-05-08 14:22:37
TXN00007699,2022-05-08 00:47:02
TXN00007700,2022-05-08 08:17:25
TXN00007701,2022-05-08 10:40:18
TXN00007702,2022-05-08 17:48:47
TXN00007703,2022-05-08 21:10:24
TXN00007704,2022-05-08 07:02:29
TXN00007705,2022-05-08 10:51:58
TXN00007706,2022-05-08 03:44:50
TXN00007707,2022-05-08 00:01:40
TXN00007708,2022-05-08 06:27:04
TXN00007709,2022-05-08 19:27:32
TXN00007710,2022-05-08 16:27:28
TXN00007711,2022-05-08 12:16:28
TXN00007712,2022-05-08 13:53:14
TXN00007713,2022-05-08 16:36:55
TXN00007714,2022-05-08 14:11:59
TXN00007715,2022-05-08 06:20:40
TXN00007716,2022-05-08 06:26:25
TXN00007717,2022-05-08 08:05:26
TXN00007718,2022-05-08 18:49:01
TXN00007719,2022-05-08 13:23:35
TXN00007720,2022-05-08 07:50:01
TXN00007721,2022-05-08 14:45:54
TXN00007722,2022-05-08 14:17:05
TXN00007723,2022-05-08 23:50:22
TXN00007724,2022-05-08 02:02:17
TXN00007725,2022-05-08 07:25:38
TXN00007726,2022-05-08 15:36:13
TXN00007727,2022-05-08 12:51:58
TXN00007728,2022-05-08 00:13:05
TXN00007729,2022-05-08 14:16:22
TXN00007730,2022-05-08 04:15:21
TXN00007731,2022-05-08 01:05:13
TXN00007732,2022-05-08 15:55:56
TXN00007733,2022-05-08 15:30:38
TXN00007734,2022-05-08 18:02:24
TXN00007735,2022-05-08 17:32:24
TXN00007736,2022-05-08 19:37:10
TXN00007737,2022-05-08 12:53:21
TXN00007738,2022-05-08 13:10:00
TXN00007739,2022-05-08 17:08:41
TXN00007740,2022-05-08 17:48:51
TXN00007741,2022-05-08 23:52:58
TXN00007742,2022-05-08 15:44:13
TXN00007743,2022-05-08 02:32:57
TXN00007744,2022-05-08 10:38:59
TXN00007745,2022-05-08 10:07:13
TXN00007746,2022-05-08 23:31:24
TXN00007747,2022-05-08 10:42:15
TXN00007748,2022-05-08 04:58:26
TXN00007749,2022-05-08 12:28:38
TXN00007750,2022-05-08 04:32:20
TXN00007751,2022-05-08 18:38:49
TXN00007752,2022-05-08 02:21:18
TXN00007753,2022-05-08 18:11:50
TXN00007754,2022-05-08 20:54:14
TXN00007755,2022-05-08 00:19:07
TXN00007756,2022-05-08 00:07:15
TXN00007757,2022-05-08 11:05:38
TXN00007758,2022-05-08 07:14:34
TXN00007759,2022-05-08 20:47:07
TXN00007760,2022-05-08 17:24:02
TXN00007761,2022-05-08 23:56:19
TXN00007762,2022-05-08 23:09:57
TXN00007763,2022-05-08 13:49:48
TXN00007764,2022-05-08 07:06:41
TXN00007765,2022-05-08 09:47:09
TXN00007766,2022-05-08 09:11:09
TXN00007767,2022-05-08 00:42:54
TXN00007768,2022-05-08 06:11:53
TXN00007769,2022-05-08 06:38:02
TXN00007770,2022-05-08 23:35:37
TXN00007771,2022-05-08 00:09:28
TXN00007772,2022-05-08 07:46:30
TXN00007773,2022-05-08 00:20:41
TXN00007774,2022-05-08 21:29:32
TXN00007775,2022-05-08 08:56:34
TXN00007776,2022-05-08 04:16:08
TXN00007777,2022-05-08 08:32:42
TXN00007778,2022-05-08 16:22:03
TXN00007779,2022-05-08 13:04:41
TXN00007780,2022-05-08 19:41:09
TXN00007781,2022-05-08 05:51:16
TXN00007782,2022-05-08 10:23:13
TXN00007783,2022-05-08 21:06:42
TXN00007784,2022-05-08 17:07:21
TXN00007785,2022-05-08 21:15:29
TXN00007786,2022-05-08 10:27:23
TXN00007787,2022-05-08 04:00:12
TXN00007788,2022-05-08 13:34:34
TXN00007789,2022-05-08 20:55:15
TXN00007790,2022-05-08 09:56:22
TXN00007791,2022-05-08 17:24:20
TXN00007792,2022-05-08 15:05:53
TXN00007793,2022-05-08 05:59:35
TXN00007794,2022-05-08 10:06:42
TXN00007795,2022-05-08 04:55:28
TXN00007796,2022-05-08 21:21:26
TXN00007797,2022-05-08 20:35:58
TXN00007798,2022-05-08 08:59:44
TXN00007799,2022-05-08 10:47:11
TXN00007800,2022-05-08 05:04:03
TXN00007801,2022-05-08 09:53:18
TXN00007802,2022-05-08 08:45:39
TXN00007803,2022-05-08 15:33:07
TXN00007804,2022-05-08 12:54:52
TXN00007805,2022-05-08 02:54:16
TXN00007806,2022-05-08 17:51:49
TXN00007807,2022-05-08 15:43:50
TXN00007808,2022-05-08 07:02:25
TXN00007809,2022-05-08 15:44:30
TXN00007810,2022-05-08 02:37:14
TXN00007811,2022-05-08 20:30:11
TXN00007812,2022-05-08 18:06:16
TXN00007813,2022-05-08 22:21:13
TXN00007814,2022-05-08 22:12:10
TXN00007815,2022-05-08 13:47:16
TXN00007816,2022-05-08 20:07:34
TXN00007817,2022-05-08 01:05:38
TXN00007818,2022-05-08 09:24:14
TXN00007819,2022-05-08 20:33:22
TXN00007820,2022-05-08 13:59:26
TXN00007821,2022-05-08 17:52:11
TXN00007822,2022-05-08 12:38:20
TXN00007823,2022-05-08 05:22:13
TXN00007824,2022-05-08 05:35:04
TXN00007825,2022-05-08 23:14:23
TXN00007826,2022-05-08 19:29:40
TXN00007827,2022-05-08 04:10:11
TXN00007828,2022-05-08 07:08:48
TXN00007829,2022-05-08 06:26:55
TXN00007830,2022-05-08 16:51:41
TXN00007831,2022-05-08 15:18:00
TXN00007832,2022-05-08 02:10:15
TXN00007833,2022-05-08 14:34:27
TXN00007834,2022-05-08 20:02:38
TXN00007835,2022-05-08 10:51:27
TXN00007836,2022-05-08 03:16:03
TXN00007837,2022-05-08 06:42:49
TXN00007838,2022-05-08 11:19:28
TXN00007839,2022-05-08 18:56:14
TXN00007840,2022-05-08 19:28:36
TXN00007841,2022-05-08 00:45:51
TXN00007842,2022-05-08 01:22:44
TXN00007843,2022-05-08 08:31:49
TXN00007844,2022-05-08 03:00:10
TXN00007845,2022-05-08 12:35:05
TXN00007846,2022-05-08 12:28:20
TXN00007847,2022-05-08 19:43:35
TXN00007848,2022-05-08 04:18:55
TXN00007849,2022-05-08 23:31:30
TXN00007850,2022-05-08 09:41:55
TXN00007851,2022-05-08 17:45:19
TXN00007852,2022-05-08 01:10:49
TXN00007853,2022-05-08 00:08:14
TXN00007854,2022-05-08 14:17:13
TXN00007855,2022-05-08 03:02:43
TXN00007856,2022-05-08 07:08:13
TXN00007857,2022-05-08 19:07:43
TXN00007858,2022-05-08 17:57:49
TXN00007859,2022-05-08 23:59:11
TXN00007860,2022-05-08 06:52:06
TXN00007861,2022-05-08 18:33:03
TXN00007862,2022-05-08 11:20:17
TXN00007863,2022-05-08 20:37:45
TXN00007864,2022-05-08 12:29:19
TXN00007865,2022-05-08 13:21:19
TXN00007866,2022-05-08 02:48:23
TXN00007867,2022-05-08 20:59:34
TXN00007868,2022-05-08 17:51:08
TXN00007869,2022-05-08 11:16:49
TXN00007870,2022-05-08 05:07:11
TXN00007871,2022-05-08 00:28:58
TXN00007872,2022-05-08 05:49:29
TXN00007873,2022-05-08 18:23:03
TXN00007874,2022-05-08 17:20:41
TXN00007875,2022-05-08 20:39:09
TXN00007876,2022-05-08 12:52:28
TXN00007877,2022-05-08 17:49:11
TXN00007878,2022-05-08 19:21:20
TXN00007879,2022-05-08 15:12:42
TXN00007880,2022-05-08 00:40:17
TXN00007881,2022-05-08 02:33:37
TXN00007882,2022-05-08 05:15:29
TXN00007883,2022-05-08 20:38:53
TXN00007884,2022-05-08 19:58:15
TXN00007885,2022-05-08 05:28:04
TXN00007886,2022-05-08 23:52:56
TXN00007887,2022-05-08 12:41:13
TXN00007888,2022-05-08 23:26:04
TXN00007889,2022-05-08 10:48:22
TXN00007890,2022-05-08 18:44:02
TXN00007891,2022-05-08 05:47:27
TXN00007892,2022-05-08 10:00:45
TXN00007893,2022-05-08 13:44:20
TXN00007894,2022-05-08 21:48:16
TXN00007895,2022-05-08 20:34:07
TXN00007896,2022-05-08 21:57:52
TXN00007897,2022-05-08 17:33:05
TXN00007898,2022-05-08 12:01:40
TXN00007899,2022-05-08 11:17:37
TXN00007900,2022-05-08 10:52:59
TXN00007901,2022-05-08 21:47:54
TXN00007902,2022-05-08 12:26:13
TXN00007903,2022-05-08 06:12:41
TXN00007904,2022-05-08 23:06:37
TXN00007905,2022-05-08 14:34:10
TXN00007906,2022-05-08 11:18:10
TXN00007907,2022-05-08 15:19:58
TXN00007908,2022-05-08 06:54:17
TXN00007909,2022-05-08 21:22:39
TXN00007910,2022-05-08 07:41:02
TXN00007911,2022-05-08 00:10:44
TXN00007912,2022-05-08 12:09:26
TXN00007913,2022-05-08 07:04:14
TXN00007914,2022-05-08 05:42:05
TXN00007915,2022-05-08 15:07:13
TXN00007916,2022-05-08 15:46:38
TXN00007917,2022-05-08 22:26:00
TXN00007918,2022-05-08 18:12:36
TXN00007919,2022-05-08 15:10:51
TXN00007920,2022-05-08 14:39:14
TXN00007921,2022-05-08 07:31:55
TXN00007922,2022-05-08 23:04:22
TXN00007923,2022-05-08 21:54:38
TXN00007924,2022-05-08 13:10:07
TXN00007925,2022-05-08 15:17:58
TXN00007926,2022-05-08 00:16:34
TXN00007927,2022-05-08 06:31:45
TXN00007928,2022-05-08 11:13:34
TXN00007929,2022-05-08 03:56:17
TXN00007930,2022-05-08 13:16:59
TXN00007931,2022-05-08 04:04:26
TXN00007932,2022-05-08 07:54:26
TXN00007933,2022-05-08 09:19:24
TXN00007934,2022-05-08 21:49:18
TXN00007935,2022-05-08 22:30:07
TXN00007936,2022-05-08 20:32:00
TXN00007937,2022-05-08 13:13:45
TXN00007938,2022-05-08 13:27:16
TXN00007939,2022-05-08 18:56:56
TXN00007940,2022-05-08 16:10:03
TXN00007941,2022-05-08 07:43:35
TXN00007942,2022-05-08 08:14:11
TXN00007943,2022-05-08 13:16:54
TXN00007944,2022-05-08 15:17:07
TXN00007945,2022-05-08 01:58:44
TXN00007946,2022-05-08 18:36:35
TXN00007947,2022-05-08 12:04:37
TXN00007948,2022-05-08 18:19:57
TXN00007949,2022-05-08 01:09:59
TXN00007950,2022-05-08 21:56:08
TXN00007951,2022-05-08 11:03:22
TXN00007952,2022-05-08 22:09:17
TXN00007953,2022-05-08 06:50:17
TXN00007954,2022-05-08 21:57:09
TXN00007955,2022-05-08 02:40:53
TXN00007956,2022-05-08 02:18:15
TXN00007957,2022-05-08 02:19:55
TXN00007958,2022-05-08 18:36:38
TXN00007959,2022-05-08 14:39:52
TXN00007960,2022-05-08 14:31:28
TXN00007961,2022-05-08 04:19:44
TXN00007962,2022-05-08 13:27:10
TXN00007963,2022-05-08 10:36:34
TXN00007964,2022-05-08 05:16:56
TXN00007965,2022-05-08 00:36:19
TXN00007966,2022-05-08 08:23:39
TXN00007967,2022-05-08 02:47:16
TXN00007968,2022-05-08 18:03:36
TXN00007969,2022-05-08 23:43:05
TXN00007970,2022-05-08 14:45:22
TXN00007971,2022-05-08 09:20:14
TXN00007972,2022-05-08 01:21:34
TXN00007973,2022-05-08 20:31:17
TXN00007974,2022-05-08 17:07:43
TXN00007975,2022-05-08 15:42:17
TXN00007976,2022-05-08 18:32:53
TXN00007977,2022-05-08 10:48:08
TXN00007978,2022-05-08 17:53:45
TXN00007979,2022-05-08 16:12:01
TXN00007980,2022-05-08 10:35:00
TXN00007981,2022-05-08 23:44:56
TXN00007982,2022-05-08 00:53:21
TXN00007983,2022-05-08 05:51:10
TXN00007984,2022-05-08 22:38:52
TXN00007985,2022-05-08 19:29:21
TXN00007986,2022-05-08 07:41:43
TXN00007987,2022-05-08 06:49:22
